adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001193125-09-168413	320335	TORCHMARK CORP	6311	US	TX	MCKINNEY	75070	3700 SOUTH STONEBRIDGE DRIVE		972-569-4000	US	TX	MCKINNEY	75070	3700 SOUTH  STONEBRIDGE DRIVE		US	DE	630780404	TORCHMARK CORP SAVINGS & INVESTMENT PLAN	19820825	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 10:35:00.0	0	0	tmk-20090630.xml	1	
0001193125-09-168490	1368007	NYSE EURONEXT	6200	US	NY	NEW YORK	10005	11 WALL STREET		212-656-3000	US	NY	NEW YORK	10005	11 WALL STREET		US	DE	205110848	NYSE EURONEXT, INC.	20060628	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 11:13:00.0	0	0	nyx-20090630.xml	1	
0001193125-09-168492	277595	ENERGEN CORP	4924	US	AL	BIRMINGHAM	35203-2707	605 RICHARD ARRINGTON JR BLVD N		2053262997	US	AL	BIRMINGHAM	35203	605 RICHARD ARRINGTON JR BLVD N		US	AL	630757759	ALAGASCO INC	19851002	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 11:13:00.0	0	0	egn-20090630.xml	2	3146
0001193125-09-168553	1135152	FMC TECHNOLOGIES INC	3533	US	TX	HOUSTON	77067	1803 GEARS ROAD		2815914000	US	TX	HOUSTON	77067	1803 GEARS ROAD		US	DE	364412642			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 11:35:00.0	0	0	fti-20090630.xml	1	
0001193125-09-168564	38777	FRANKLIN RESOURCES INC	6282	US	CA	SAN MATEO	94403	ONE FRANKLIN PARKWAY	BUILDING 920	650-312-2000	US	CA	SAN MATEO	94403	FRANKLIN RESOURCES INC	ONE FRANKLIN PARKWAY	US	DE	132670991			1-LAF	1	0930	10-Q	20090630	2009	Q3	20090807	2009-08-07 11:42:00.0	0	0	ben-20090630.xml	1	
0001193125-09-168607	1326160	DUKE ENERGY CORP	4931	US	NC	CHARLOTTE	28202	526 SOUTH CHURCH STREET	EC03T	704-594-6200	US	NC	CHARLOTTE	28202	526 SOUTH CHURCH STREET	EC03T	US	DE	202777218	DUKE ENERGY HOLDING CORP.	20050628	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 11:59:00.0	0	0	duk-20090630.xml	1	
0001193125-09-168742	79958	PRECISION CASTPARTS CORP	3320	US	OR	PORTLAND	97239	4650 SW MACADAM AVE	STE 440	503.417.4800	US	OR	PORTLAND	97239	4650 SW MACADAM AVE	STE 440	US	OR	930460598			1-LAF	1	0331	10-Q	20090630	2009	Q1	20090807	2009-08-07 13:13:00.0	0	0	pcp-20090628.xml	1	
0001193125-09-168802	717423	MURPHY OIL CORP /DE	2911	US	AR	EL DORADO	71731-7000	200 PEACH ST	PO BOX 7000	8708626411	US	AR	EL DORADO	71731-7000	200 PEACH STREET	PO BOX 7000	US	DE	710361522	NEW MURPHY OIL CORP /DE	19831115	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 13:46:00.0	0	0	mur-20090630.xml	1	
0001193125-09-168881	896159	ACE LTD	6331	BM		HAMILTON HM 08 BERMU	00000	ACE BLDG	30 WOODBOURNE AVE	8092955200	BM		HAMITON BERMUDA	00000	P O BOX HM 1015		BM		000000000			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 14:23:00.0	0	0	ace-20090630.xml	1	
0001193125-09-168917	3673	ALLEGHENY ENERGY, INC	4911	US	PA	GREENSBURG	15601	800 CABIN HILL DRIVE		7248373000	US	PA	GREENSBURG	15601	800 CABIN HILL DRIVE		US	MD	135531602	ALLEGHENY ENERGY INC	19970926	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 14:49:00.0	0	0	aye-20090630.xml	1	
0001193125-09-168935	70858	BANK OF AMERICA CORP /DE/	6021	US	NC	CHARLOTTE	28255	BANK OF AMERICA CORPORATE CENTER	100 N TRYON ST	7043868486	US	NC	CHARLOTTE	28255	BANK OF AMERICA CORPORATE CENTER	100 N TRYON ST	US	DE	560906609	BANKAMERICA CORP/DE/	19981022	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 14:56:00.0	0	0	bac-20090630.xml	1	
0001193125-09-168937	877890	CITRIX SYSTEMS INC	7372	US	FL	FORT LAUDERDALE	33309	851 WEST CYPRESS CREEK ROAD		9542673000	US	FL	FL LAUDERDALE	33309	851 WEST CYPRESS CREEK ROAD		US	DE	752275152			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 14:57:00.0	0	0	ctxs-20090630.xml	1	
0001193125-09-168965	1373835	SPECTRA ENERGY CORP.	4923	US	TX	HOUSTON	77056	5400 WESTHEIMER COURT		704-382-8160	US	NC	CHARLOTTE	28285	400 SOUTH TRYON STREET		US	DE	205413139	GAS SPINCO, INC.	20060825	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 15:11:00.0	0	0	se-20090630.xml	1	
0001193125-09-168966	1058290	COGNIZANT TECHNOLOGY SOLUTIONS CORP	7371	US	NJ	TEANECK	07666	500 FRANK W. BURR BLVD.		2018010233	US	NJ	TEANECK	07666	500 FRANK W. BURR BLVD.				133728359			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 15:11:00.0	0	0	ctsh-20090630.xml	1	
0001193125-09-168969	1364742	BLACKROCK INC.	6211	US	NY	NEW YORK	10022	40 EAST 52ND STREET		212-810-5300	US	NY	NEW YORK	10022	40 EAST 52ND STREET		US	DE	320174431	BLACKROCK, INC.	20060929	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 15:14:00.0	0	0	blk-20090630.xml	1	
0001193125-09-169068	1090727	UNITED PARCEL SERVICE INC	4210	US	GA	ATLANTA	30328	55 GLENLAKE PARKWAY NE		4048286000	US	GA	ATLANTA	30328	55 GLENLAKE PARKWAY NE		US	DE	582480149			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 16:06:00.0	0	0	ups-20090630.xml	1	
0001193125-09-169079	789073	FORTUNE BRANDS INC	3430	US	IL	DEERFIELD	60015	520 LAKE COOK ROAD		8474844400	US	IL	DEERFIELD	60015	520 LAKE COOK ROAD		US	DE	133295276	AMERICAN BRANDS INC /DE/	19920703	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 16:10:00.0	0	0	fo-20090630.xml	1	
0001193125-09-169081	1137774	PRUDENTIAL FINANCIAL INC	6311	US	NJ	NEWARK	07102	751 BROAD ST		9738026000	US	NJ	NEWARK	07102	751 BROAD ST		US	NJ	223703799			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 16:11:00.0	0	0	pru-20090630.xml	1	
0001193125-09-169086	746515	EXPEDITORS INTERNATIONAL OF WASHINGTON INC	4731	US	WA	SEATTLE	98104	1015 THIRD AVENUE 12TH FLOOR		2066743400	US	WA	SEATTLE	98104	1015 THIRD AVENUE 12TH FLOOR		US	WA	911069248			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 16:13:00.0	0	0	expd-20090630.xml	1	
0001193125-09-169110	1011006	YAHOO INC	7373	US	CA	SUNNYVALE	94089	YAHOO! INC.	701 FIRST AVENUE	4083493300	US	CA	SUNNYVALE	94089	701 FIRST AVENUE		US	DE	770398689			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 16:20:00.0	0	0	yhoo-20090630.xml	1	
0001193125-09-169196	1390777	BANK OF NEW YORK MELLON CORP	6022	US	NY	NEW YORK	10286	ONE WALL STREET		212-495-1784	US	NY	NEW YORK	10286	ONE WALL STREET				000000000			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 16:49:00.0	0	0	bk-20090630.xml	1	
0001193125-09-169269	895421	MORGAN STANLEY	6211	US	NY	NEW YORK	10036	1585 BROADWAY		212-761-4000	US	NY	NEW YORK	10036	1585 BROADWAY		US	DE	363145972	MORGAN STANLEY DEAN WITTER & CO	19980326	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 17:20:00.0	0	0	ms-20090630.xml	1	
0001193125-09-169343	850693	ALLERGAN INC	2834	US	CA	IRVINE	92612	2525 DUPONT DRIVE		7142464500	US	CA	IRVINE	92713-9534	P.O. BOX 19534		US	DE	951622442			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090810	2009-08-07 18:24:00.0	0	0	agn-20090630.xml	1	
0001193125-09-169378	318154	AMGEN INC	2836	US	CA	THOUSAND OAKS	91320-1799	ONE AMGEN CENTER DRIVE	MAIL STOP 24-1-B	(805)313-176	US	CA	THOUSAND OAKS	91320-1799	ONE AMGEN CENTER DRIVE	MAIL STOP 24-1-B	US	DE	953540776	AMGEN	19870305	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090810	2009-08-07 19:10:00.0	0	0	amgn-20090630.xml	1	
0001193125-09-169449	93751	STATE STREET CORP	6022	US	MA	BOSTON	02111	ONE LINCOLN STREET		617 786-3000	US	MA	BOSTON	02111	ONE LINCOLN STREET		US	MA	042456637	STATE STREET CORP	19970424	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090810	2009-08-07 20:45:00.0	0	0	stt-20090630.xml	1	
0001193125-09-169473	106535	WEYERHAEUSER CO	2400	US	WA	FEDERAL WAY	98003	33663 WEYERHAEUSER WAY SOUTH		2539242345	US	WA	FEDERAL WAY	98003	33663 WEYERHAEUSER WAY SOUTH		US	WA	910470860			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090810	2009-08-07 21:17:00.0	0	0	wy-20090630.xml	1	
0001193125-09-169479	750556	SUNTRUST BANKS INC	6021	US	GA	ATLANTA	30308	303 PEACHTREE ST N E		4045887711	US	GA	ATLANTA	30308	303 PEACHTREE ST N E		US	GA	581575035			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090810	2009-08-07 21:28:00.0	0	0	sti-20090630.xml	1	
0001193125-09-170002	80661	PROGRESSIVE CORP/OH/	6331	US	OH	MAYFIELD VILLAGE	44143	6300 WILSON MILLS RD		4404615000	US	OH	MAYFIELD VILLAGE	44143	6300 WILSON MILLS RD		US	OH	340963169			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090810	2009-08-10 10:13:00.0	0	0	pgr-20090630.xml	1	
0001193125-09-170159	1043277	C H ROBINSON WORLDWIDE INC	4731	US	MN	EDEN PRAIRIE	55347	14701 CHARLSON ROAD		9529378500	US	MN	EDEN PRAIRIE	55347	14701 CHARLSON ROAD		US	DE	411883630			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090810	2009-08-10 11:46:00.0	0	0	chrw-20090630.xml	1	
0001193125-09-170208	354908	FLIR SYSTEMS INC	3812	US	OR	WILSONVILLE	97070	27700 SW PARKWAY AVENUE		5034983547	US	OR	WILSONVILLE	97070	27700 SW PARKWAY AVENUE		US	OR	930708501			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090810	2009-08-10 12:10:00.0	0	0	flir-20090630.xml	1	
0001193125-09-170256	25475	CRAWFORD & CO	6411	US	GA	ATLANTA	30319	1001SUMMIT BLVD, NE		4042560830	US	GA	ATLANTA	30319	1001 SUMMIT BLVD, NE		US	GA	580506554			2-ACC	0	1231	10-Q	20090630	2009	Q2	20090810	2009-08-10 12:38:00.0	0	0	crda-20090630.xml	1	
0001193125-09-170340	864328	BJ SERVICES CO	1389	US	TX	HOUSTON	77041	4601 WESTWAY PARK BLVD		7134624239	US	TX	HOUSTON	77041	4601 WESTWAY PARK BLVD	4601 WESTWAY PARK BLVD	US	DE	630084140			1-LAF	1	0930	10-Q/A	20090630	2009	Q3	20090810	2009-08-10 13:47:00.0	0	0	bjs-20090630.xml	1	
0001193125-09-170375	51434	INTERNATIONAL PAPER CO /NEW/	2621	US	TN	MEMPHIS	38197	6400 POPLAR AVENUE		901-419-7000	US	TN	MEMPHIS	38197	6400 POPLAR AVENUE		US	NY	130872805	INTERNATIONAL PAPER & POWER CORP	19710527	1-LAF	1	1231	10-Q/A	20090630	2009	Q2	20090810	2009-08-10 14:13:00.0	0	0	ip-20090630.xml	1	
0001193125-09-170393	1378946	PEOPLE'S UNITED FINANCIAL, INC.	6035	US	CT	BRIDGEPORT	06604	C/O PEOPLE'S BANK	850 MAIN STREET	203-338-4114	US	CT	BRIDGEPORT	06604	C/O PEOPLE'S BANK	850 MAIN STREET	US	DE	000000000			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090810	2009-08-10 14:21:00.0	0	0	pbct-20090630.xml	1	
0001193125-09-170432	1002910	AMEREN CORP	4931	US	MO	ST LOUIS	63166-6149	1901 CHOUTEAU AVE	MC 1370	314-621-3222	US	MO	ST LOUIS	63103	1901 CHOUTEAU AVE	MC 1370	US	MO	431723446			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090810	2009-08-10 14:44:00.0	0	0	aee-20090630.xml	7	18651 18654 49816 100826 762129 1135361
0001193125-09-170563	713676	PNC FINANCIAL SERVICES GROUP INC	6021	US	PA	PITTSBURGH	15222	ONE PNC PLAZA	249 FIFTH AVENUE	412-762-2000	US	PA	PITTSBURGH	15222	ONE PNC PLAZA	249 FIFTH AVENUE	US	PA	251435979	PNC BANK CORP	19930505	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090810	2009-08-10 15:49:00.0	0	0	pnc-20090630.xml	1	
0001193125-09-170623	910073	NEW YORK COMMUNITY BANCORP INC	6036	US	NY	WESTBURY	11590	615 MERRICK AVE		7183596400	US	NY	WESTBURY	11590	615 MERRICK AVE		US	DE	061377322	QUEENS COUNTY BANCORP INC	19930802	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090810	2009-08-10 16:06:00.0	0	0	nyb-20090630.xml	1	
0001193125-09-170647	895126	CHESAPEAKE ENERGY CORP	1311	US	OK	OKLAHOMA CITY	73118	6100 N WESTERN AVE		4058488000	US	OK	OKLAHOMA CITY	73118	6100 NORTH WESTERN AVE		US	OK	731395733			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090810	2009-08-10 16:12:00.0	0	0	chk-20090630.xml	1	
0001193125-09-170697	35527	FIFTH THIRD BANCORP	6022	US	OH	CINCINNATI	45263	38 FOUNTAIN SQ PLZ	FIFTH THIRD CENTER	5135795300							US	OH	310854434			1-LAF	1	1231	10-Q	20090630	2009	Q2	20090810	2009-08-10 16:28:00.0	0	0	fitb-20090630.xml	1	
0001193125-09-170756	927628	CAPITAL ONE FINANCIAL CORP	6022	US	VA	MCLEAN	22102	1680 CAPITAL ONE DRIVE	SUITE 1400	7037201000	US	VA	MCLEAN	22102	1680 CAPITAL ONE DRIVE	SUITE 1400	US	DE	541719854	OAKSTONE FINANCIAL CORP	19940728	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090810	2009-08-10 16:52:00.0	0	0	cof-20090630.xml	1	
0001193125-09-170759	712515	ELECTRONIC ARTS INC.	7372	US	CA	REDWOOD CITY	94065	209 REDWOOD SHORES PARKWAY		650-628-1500	US	CA	REDWOOD CITY	94065	209 REDWOOD SHORES PARKWAY		US	DE	942838567	ELECTRONIC ARTS INC	19920703	1-LAF	1	0331	10-Q	20090630	2009	Q1	20090810	2009-08-10 16:52:00.0	0	0	erts-20090630.xml	1	
0001193125-09-170760	740761	BUCYRUS INTERNATIONAL INC	3532	US	WI	SOUTH MILWAUKEE	53172-0500	P O BOX 500	1100 MILWAUKEE AVENUE	4147684000	US	WI	SOUTH MILWAUKEE	53172-0500	P O BOX 500	1100 MILWAUKEE AVENUE	US	DE	390188050	BUCYRUS ERIE CO /DE	19920703	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090810	2009-08-10 16:52:00.0	0	0	bucy-20090630.xml	1	
0001193125-09-170830	62709	MARSH & MCLENNAN COMPANIES, INC.	6411	US	NY	NEW YORK	10036	1166 AVENUE OF THE AMERICAS		2123455000	US	NY	NEW YORK	10036	1166 AVENUE OF THE AMERICAS		US	DE	362668272	MARSH & MCLENNAN COMPANIES INC	19920703	1-LAF	1	1231	10-Q/A	20090630	2009	Q2	20090810	2009-08-10 17:11:00.0	0	0	mmc-20090630.xml	1	
0001193125-09-171521	73309	NUCOR CORP	3312	US	NC	CHARLOTTE	28211	2100 REXFORD RD		7043667000	US	NC	CHARLOTTE	28211	2100 REXFORD ROAD		US	DE	131860817	NUCLEAR CORP OF AMERICA INC	19680911	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090811	2009-08-11 11:17:00.0	0	0	nue-20090704.xml	1	
0001193125-09-171667	203527	VARIAN MEDICAL SYSTEMS INC	3845	US	CA	PALO ALTO	94304-1000	3100 HANSEN WAY		6504934000	US	CA	PALO ALTO	94304-1000	3050 HANSEN WAY	MAIL STOP E 224	US	DE	942359345	VARIAN ASSOCIATES INC /DE/	19920703	1-LAF	1	0930	10-Q	20090630	2009	Q3	20090811	2009-08-11 13:44:00.0	0	0	var-20090703.xml	1	
0001193125-09-172858	1038357	PIONEER NATURAL RESOURCES CO	1311	US	TX	IRVING	75039	200 WILLIAMS SQUARE WEST	5205 N OCONNOR BLVD	9724449001	US	TX	IRVING	75039	200 WILLIAMS SQUARE WEST	5205 N OCONNOR BLVD	US	DE	752702753			1-LAF	1	1231	10-Q/A	20090630	2009	Q2	20090812	2009-08-12 15:04:00.0	0	0	pxd-20090630.xml	1	
0001193125-09-173033	891456	PLAINS EXPLORATION & PRODUCTION CO	1311	US	TX	HOUSTON	77002	700 MILAM STREET	SUITE 3100	7135796000	US	TX	HOUSTON	77002	700 MILAM STREET	SUITE 3100	US	DE	330430755	PLAINS EXPLORATION & PRODUCTION CO L P	20020619	1-LAF	1	1231	10-Q/A	20090630	2009	Q2	20090812	2009-08-12 16:33:00.0	0	0	pxp-20090630.xml	1	
0001193125-09-174453	1080224	EDGAR ONLINE INC	7389	US	CT	NORWALK	06854	50 WASHINGTON ST		2038525666	US	CT	NORWALK	06854	50 WASHINGTON ST		US	DE	061447017			5-SML	0	1231	10-Q	20090630	2009	Q2	20090813	2009-08-13 16:38:00.0	0	0	edgr-20090630.xml	1	
0001193125-09-175285	1413329	PHILIP MORRIS INTERNATIONAL INC.	2111	US	NY	NEW YORK	10017	120 PARK AVENUE		(917) 663-20	US	NY	NEW YORK	10017	120 PARK AVENUE		US	VA	133435103			1-LAF	1	1231	10-Q/A	20090630	2009	Q2	20090814	2009-08-14 09:15:00.0	0	0	pm-20090630.xml	1	
0001193125-09-176059	1059556	MOODYS CORP /DE/	7320	US	NY	NEW YORK	10007	7 WORLD TRADE CENTER	AT 250 GREENWICH STREET	2125530300	US	NY	NEW YORK	10007	7 WORLD TRADE CENTER	AT 250 GREENWICH STREET	US	DE	133998945	DUN & BRADSTREET CORP /DE/	19980728	1-LAF	1	1231	10-Q/A	20090630	2009	Q2	20090814	2009-08-14 16:48:00.0	0	0	mco-20090630.xml	1	
0001193125-09-179839	1002638	OPEN TEXT CORP	7373	CA	ON	ONTARIO CANADA	N2L 0A1	275 FRANK TOMPA DRIVE	WATERLOO	519-888-7111	CA	ON	ONTARIO CANADA	N2L 0A1	275 FRANK TOMPA DRIVE	WATERLOO	CA	ON	980154400			1-LAF	1	0630	10-K	20090630	2009	FY	20090821	2009-08-21 16:34:00.0	0	0	otex-20090630.xml	1	
0001193125-09-180950	1108524	SALESFORCE COM INC	7372	US	CA	SAN FRANCISCO	94105	THE LANDMARK	ONE MARKET STREET STE.300		US	CA	SAN FRANCISCO	94105	THE LANDMARK	ONE MARKET STREET STE. 300	US	DE	943320693			1-LAF	1	0131	10-Q	20090731	2009	Q2	20090825	2009-08-25 13:10:00.0	0	0	crm-20090731.xml	1	
0001193125-09-183342	769397	AUTODESK INC	7372	US	CA	SAN RAFAEL	94903	111 MCINNIS PKWY		4155075000	US	CA	SAN RAFAEL	94903	111 MCINNIS PKWY		US	DE	942819853			1-LAF	1	0131	10-Q	20090731	2009	Q2	20090828	2009-08-28 08:01:00.0	0	0	adsk-20090731.xml	1	
0001193125-09-183589	75362	PACCAR INC	3711	US	WA	BELLEVUE	98004	PACCAR BUILDING	777 106TH AVENUE NE	425 468 7383	US	WA	BELLEVUE	98004	PACCAR BUILDING	777 106TH AVENUE NE	US	DE	910351110	PACIFIC CAR & FOUNDRY CO	19720707	1-LAF	1	1231	10-Q/A	20090630	2009	Q2	20090828	2009-08-28 11:47:00.0	0	0	pcar-20090630.xml	1	
0001193125-09-183869	1051470	CROWN CASTLE INTERNATIONAL CORP	4899	US	TX	HOUSTON	77057	1220 AUGUSTA DRIVE	SUITE 500	7135703000	US	TX	HOUSTON	77057	1220 AUGUSTA DRIVE	SUITE 500	US	DE	760470458			1-LAF	1	1231	10-Q/A	20090630	2009	Q2	20090828	2009-08-28 16:06:00.0	0	0	cci-20090630.xml	1	
0001193125-09-186163	4962	AMERICAN EXPRESS CO	6199	US	NY	NEW YORK	10285	200 VESEY STREET	50TH FLOOR	2126402000	US	NY	NEW YORK	10285	200 VESEY STREET	50TH FLOOR	US	NY	134922250			1-LAF	1	1231	10-Q/A	20090630	2009	Q2	20090902	2009-09-02 16:00:00.0	0	0	axp-20090630.xml	1	
0001193125-09-186885	310764	STRYKER CORP	3841	US	MI	KALAMAZOO	49002	2825 AIRVIEW BLVD		2693852600	US	MI	KALAMAZOO	49002	2825 AIRVIEW BLVD		US	MI	381239739			1-LAF	1	1231	10-Q/A	20090630	2009	Q2	20090903	2009-09-03 15:42:00.0	0	0	syk-20090630.xml	1	
0001193125-09-187481	1156375	CME GROUP INC.	6200	US	IL	CHICAGO	60606	20 S. WACKER DR.		3129303011	US	IL	CHICAGO	60606	20 S. WACKER DR.		US	DE	364459170	CHICAGO MERCANTILE EXCHANGE HOLDINGS INC	20010802	1-LAF	1	1231	10-Q/A	20090630	2009	Q2	20090904	2009-09-04 11:28:00.0	0	0	cme-20090630.xml	1	
0001193125-09-187625	885639	KOHLS CORPORATION	5311	US	WI	MENOMONEE FALLS	53051	N56 W17000 RIDGEWOOD DR		4147835800	US	WI	MENOMONEE FALLS	53051	N54 W13600 WOODALE DR		US	WI	391630919			1-LAF	1	0131	10-Q	20090731	2009	Q2	20090904	2009-09-04 13:45:00.0	0	0	kss-20090801.xml	1	
0001193125-09-187772	1086222	AKAMAI TECHNOLOGIES INC	7389	US	MA	CAMBRIDGE	02142	8 CAMBRIDGE CENTER		6174443000	US	MA	CAMBRIDGE	02142	8 CAMBRIDGE CENTER		US	DE	043432319			1-LAF	1	1231	10-Q/A	20090630	2009	Q2	20090904	2009-09-04 16:01:00.0	0	0	akam-20090630.xml	1	
0001193125-09-187824	701985	LIMITED BRANDS INC	5621	US	OH	COLUMBUS	43216	THREE LIMITED PKWY	P O BOX 16000	6144157000	US	OH	COLUMBUS	43216	THREE LIMITED PARKWAY	P.O. BOX 16000	US	DE	311029810	LIMITED INC	19920703	1-LAF	1	0131	10-Q	20090731	2009	Q2	20090904	2009-09-04 16:31:00.0	0	0	ltd-20090801.xml	1	
0001193125-09-188479	794367	MACY'S, INC.	5311	US	OH	CINCINNATI	45202	7 WEST SEVENTH STREET		5135797000	US	OH	CINCINNATI	45202	7 W SEVENTH ST		US	DE	133324058	FEDERATED DEPARTMENT STORES INC /DE/	19950307	1-LAF	1	0131	10-Q	20090731	2009	Q2	20090908	2009-09-08 15:24:00.0	0	0	m-20090801.xml	1	
0001193125-09-189177	104169	WAL MART STORES INC	5331	US	AR	BENTONVILLE	72716	702 SOUTHWEST 8TH ST		5012734000	US	AR	BENTONVILLE	72716	702 SOUTHWEST 8TH STREET		US	DE	710415188			1-LAF	1	0131	10-Q	20090731	2009	Q2	20090909	2009-09-09 12:11:00.0	0	0	wmt-20090731.xml	1	
0001193125-09-189281	39911	GAP INC	5651	US	CA	SAN FRANCISCO	94105	TWO FOLSOM STREET		4159524400	US	CA	SAN FRANCISCO	94105	TWO FOLSOM STREET		US	DE	941697231	GAP STORES INC	19850617	1-LAF	1	0131	10-Q	20090731	2009	Q2	20090909	2009-09-09 14:41:00.0	0	0	gps-20090801.xml	1	
0001193125-09-190034	1058057	MARVELL TECHNOLOGY GROUP LTD	3674	BM		HAMILTON HM 12		CANON'S COURT	22 VICTORIA STREET	4412966395							BM		770481679			1-LAF	1	0131	10-Q	20090731	2009	Q2	20090910	2009-09-10 17:12:00.0	0	0	mrvl-20090801.xml	1	
0001193125-09-191566	874761	AES CORP	4991	US	VA	ARLINGTON	22203	4300 WILSON BOULEVARD		7035221315	US	VA	ARLINGTON	22203	4300 WILSON BOULEVARD		US	DE	541163725	AES CORPORATION	19930328	1-LAF	1	1231	8-K	20081231	2008	FY	20090915	2009-09-14 20:55:00.0	0	0	aes-20090914.xml	1	
0001193125-09-195193	1341439	ORACLE CORP	7372	US	CA	REDWOOD CITY	94065	500 ORACLE PARKWAY	MAIL STOP 5 OP 7	6505067000	US	CA	REDWOOD CITY	94065	500 ORACLE PARKWAY	MAIL STOP 5 OP 7			542185193	OZARK HOLDING INC.	20051013	1-LAF	1	0531	10-Q	20090831	2010	Q1	20090921	2009-09-21 17:00:00.0	0	0	orcl-20090831.xml	1	
0001274494-09-000019	1274494	FIRST SOLAR, INC.	3674	US	AZ	TEMPE	85281	350 WEST WASHINGTON STREET	SUITE 600	(602) 414-93	US	AZ	TEMPE	85281	350 WEST WASHINGTON STREET	SUITE 600	US	DE	204623678	FIRST SOLAR HOLDINGS LLC	20031229	1-LAF	0	1231	10-Q	20090630	2009	Q2	20090803	2009-07-31 19:41:00.0	0	0	fslr-20090627.xml	1	
0001310243-09-000085	1310243	ALPHA NATURAL RESOURCES, INC./OLD	1221	US	VA	ABINGDON	24212	ONE ALPHA PLACE	P.O. BOX 2345	276-619-4463	US	VA	ABINGDON	24212	ONE ALPHA PLACE	P.O. BOX 2345	US	DE	000000000	ALPHA NATURAL RESOURCES, INC.	20041201	1-LAF	1	1231	10-Q	20090630	2009	Q2	20090807	2009-08-07 16:03:00.0	0	0	anr-20090630.xml	1	
0001354488-09-001699	353944	INTERNATIONAL GAME TECHNOLOGY	3990	US	NV	RENO	89510	9295 PROTOTYPE DRIVE	P O BOX 10580	7754487777	US	NV	RENO	89511	9295 PROTOTYPE DRIVE		US	NV	880173041			1-LAF	1	0930	10-Q/A	20090630	2009	Q3	20090914	2009-09-11 20:27:00.0	0	0	igt-20090630.xml	1	
0001393311-09-000025	1393311	PUBLIC STORAGE	6798	US	CA	GLENDALE	91201-2349	701 WESTERN AVENUE		818-244-8080	US	CA	GLENDALE	91201-2349	701 WESTERN AVENUE		US	MD	953551121			1-LAF	1	1231	10-Q/A	20090630	2009	Q2	20090810	2009-08-10 16:50:00.0	0	0	psa-20090630.xml	1	
0001451505-09-000083	1451505	TRANSOCEAN LTD.	1381	CH		VERNIER	1214	BLANDONNET INTERNATIONAL BUSINESS CENTER	BLDG F, 7TH FLOOR, CHEMIN DE BLANDONNET	41-58-792-92	CH		VERNIER	1214	BLANDONNET INTERNATIONAL BUSINESS CENTER	BLDG F, 7TH FLOOR, CHEMIN DE BLANDONNET	CH		980599916			1-LAF	1	1231	10-Q/A	20090630	2009	Q2	20090814	2009-08-14 17:25:00.0	0	0	rig-20090630.xml	1	
